Topics,Alpha,Beta,Coherence_cv,Coherence_umass
3,0.21000000000000002,0.31000000000000005,0.35360739137977365,-3.147676375248824
3,0.21000000000000002,0.41000000000000003,0.3837294313746194,-2.9144794009712793
3,0.21000000000000002,0.51,0.3889795248086254,-2.9466944745101373
3,0.21000000000000002,0.6100000000000001,0.38115416436145705,-2.938675598836317
3,0.21000000000000002,0.7100000000000001,0.3660899655272563,-3.218800838919719
3,0.21000000000000002,0.81,0.7269630094369252,-5.028378331518358
3,0.21000000000000002,0.91,0.7076357891162237,-5.302920122760548
3,0.31000000000000005,0.01,0.3786784775865575,-2.973661095703127
3,0.31000000000000005,0.11,0.37867847522720693,-2.9693820594095137
3,0.31000000000000005,0.21000000000000002,0.3786784732714295,-2.9586270689338208
3,0.31000000000000005,0.31000000000000005,0.36980218794196845,-2.9617534638424186
3,0.31000000000000005,0.41000000000000003,0.3811541603878141,-2.9348240504027086
3,0.31000000000000005,0.51,0.5923555706938107,-4.954699471459648
3,0.31000000000000005,0.6100000000000001,0.31659505640467006,-3.054917815685266
3,0.31000000000000005,0.7100000000000001,0.33394017182290553,-3.057551137856039
3,0.31000000000000005,0.81,0.6247433115107318,-4.585518091726111
3,0.31000000000000005,0.91,0.6971027026573816,-5.702962168023027
3,0.41000000000000003,0.01,0.33811781269808616,-3.0652966294418356
3,0.41000000000000003,0.11,0.3854330743663013,-2.9217547962374852
3,0.41000000000000003,0.21000000000000002,0.38543306753660245,-2.9264727858125466
3,0.41000000000000003,0.31000000000000005,0.38372943286473554,-2.9083159458019945
3,0.41000000000000003,0.41000000000000003,0.31286028561492757,-3.0263991216556967
3,0.41000000000000003,0.51,0.31949093254903954,-3.0176220681790853
3,0.41000000000000003,0.6100000000000001,0.3634089559665881,-2.9813156898065913
3,0.41000000000000003,0.7100000000000001,0.7048669308423996,-5.324810420216541
3,0.41000000000000003,0.81,0.38823227154401446,-2.887368495624912
3,0.41000000000000003,0.91,0.7010923941930134,-5.619178430203533
3,0.51,0.01,0.37174552291010815,-2.9689178346796665
3,0.51,0.11,0.37338697786132496,-2.969315673869062
3,0.51,0.21000000000000002,0.3717455112375319,-2.973097450689029
3,0.51,0.31000000000000005,0.3770002285639445,-2.9403563936354242
3,0.51,0.41000000000000003,0.38080404674013457,-2.934762115634738
3,0.51,0.51,0.37867847830057144,-2.945946020285208
3,0.51,0.6100000000000001,0.3589049924553062,-2.899323114378577
3,0.51,0.7100000000000001,0.38823227303413055,-2.8887795972633037
3,0.51,0.81,0.7085030600428581,-5.719298460055518
3,0.51,0.91,0.36479255612939604,-2.9513850182115036
3,0.6100000000000001,0.01,0.3676571013405919,-2.980052309093278
3,0.6100000000000001,0.11,0.3281433350096146,-2.979585136302783
3,0.6100000000000001,0.21000000000000002,0.38186606311549737,-2.951777915668775
3,0.6100000000000001,0.31000000000000005,0.3816745647539695,-2.9344932682786293
3,0.6100000000000001,0.41000000000000003,0.38080404574672383,-2.92987524248823
3,0.6100000000000001,0.51,0.37835152863214416,-2.9404639460610937
3,0.6100000000000001,0.6100000000000001,0.3163756709545851,-3.0195872747714443
3,0.6100000000000001,0.7100000000000001,0.32717820176233847,-3.0782967013549025
3,0.6100000000000001,0.81,0.3797867927855502,-2.8956103976751724
3,0.6100000000000001,0.91,0.3215833868210514,-2.913992210227107
3,0.7100000000000001,0.01,0.37574446027477587,-3.006382622533471
3,0.7100000000000001,0.11,0.38543307002012933,-2.931748624271776
3,0.7100000000000001,0.21000000000000002,0.31949093416333196,-3.0085420417396542
3,0.7100000000000001,0.31000000000000005,0.3824028940871358,-2.9425420959434394
3,0.7100000000000001,0.41000000000000003,0.3770002278188864,-2.9430640674268562
3,0.7100000000000001,0.51,0.704182404279709,-4.890903339660134
3,0.7100000000000001,0.6100000000000001,0.37174551623562974,-2.9423163991375887
3,0.7100000000000001,0.7100000000000001,0.3645660622355839,-3.050365811995524
3,0.7100000000000001,0.81,0.3506850661089023,-2.8888336606503198
3,0.7100000000000001,0.91,0.37713999667515363,-2.968894629426274
3,0.81,0.01,0.345246763403217,-3.0394608000999574
3,0.81,0.11,0.382402897067368,-2.9473624057987604
3,0.81,0.21000000000000002,0.31637566636006037,-2.9803477405139773
3,0.81,0.31000000000000005,0.38543307293827334,-2.934068347287828
3,0.81,0.41000000000000003,0.37274077863742905,-2.9542198660336845
3,0.81,0.51,0.37338697711626684,-2.9352608193223393
3,0.81,0.6100000000000001,0.32358902469277384,-3.0261471176260923
3,0.81,0.7100000000000001,0.3220210261022051,-3.061397065525759
3,0.81,0.81,0.7075821936130523,-5.273362773980876
3,0.81,0.91,0.7052178665995598,-5.775488071385733
3,0.91,0.01,0.3837294387941559,-2.9139055484648027
3,0.91,0.11,0.3205803365757068,-3.011826730852833
3,0.91,0.21000000000000002,0.3811541603878141,-2.93824371200848
3,0.91,0.31000000000000005,0.32814333426455655,-3.00307521404353
3,0.91,0.41000000000000003,0.3281433327744404,-3.0006477946438275
3,0.91,0.51,0.37174551623562974,-2.9423163991375887
3,0.91,0.6100000000000001,0.33075320202236375,-2.978287170204773
3,0.91,0.7100000000000001,0.32708721086382864,-3.061373325767555
3,0.91,0.81,0.3641120514289165,-2.960429205741096
3,0.91,0.91,0.5169988516097267,-6.7052792827608725
4,0.01,0.01,0.38754821587353944,-3.023527995827516
4,0.01,0.11,0.3647519050166011,-3.0410155431194275
4,0.01,0.21000000000000002,0.3717253400012851,-3.0509882227945777
4,0.01,0.31000000000000005,0.3632313181646168,-2.9997231683025216
4,0.01,0.41000000000000003,0.7261034235358239,-4.138829046765639
4,0.01,0.51,0.38604813083074985,-3.1860504648552297
4,0.01,0.6100000000000001,0.7331346658989788,-4.986272083460927
4,0.01,0.7100000000000001,0.6346596452407538,-4.347363484296707
4,0.01,0.81,0.4054734854027629,-3.0280107109038994
4,0.01,0.91,0.7443322643637658,-7.790912391958961
4,0.11,0.01,0.37175030894577504,-3.004934951376092
4,0.11,0.11,0.3629149829503149,-3.025244210237013
4,0.11,0.21000000000000002,0.36732118630316113,-3.021667023935086
4,0.11,0.31000000000000005,0.7009034294635057,-4.624067194943594
4,0.11,0.41000000000000003,0.3715227213222534,-3.070217925414907
4,0.11,0.51,0.37098992653191093,-3.1034956364677893
4,0.11,0.6100000000000001,0.3603116525802761,-3.027701051007145
4,0.11,0.7100000000000001,0.7577983317896724,-4.527200312858632
4,0.11,0.81,0.7049283932894468,-5.2081501763902756
4,0.11,0.91,0.741865708702244,-5.101343104246587
4,0.21000000000000002,0.01,0.38887613527476783,-3.050599739908087
4,0.21000000000000002,0.11,0.367215997679159,-3.0821456616117118
4,0.21000000000000002,0.21000000000000002,0.371750299539417,-3.0468648806107397
4,0.21000000000000002,0.31000000000000005,0.36185791615862406,-3.0340010505966113
4,0.21000000000000002,0.41000000000000003,0.7273306719958783,-4.193272524272699
4,0.21000000000000002,0.51,0.3506964238593355,-3.0098072688521413
4,0.21000000000000002,0.6100000000000001,0.7324150435626507,-4.621613842070316
4,0.21000000000000002,0.7100000000000001,0.549796883732779,-6.370573163622453
4,0.21000000000000002,0.81,0.5659279195824638,-6.2490604286852705
4,0.21000000000000002,0.91,0.753167362883687,-4.613863765019559
4,0.31000000000000005,0.01,0.3717502990737558,-3.0030273020645404
4,0.31000000000000005,0.11,0.367697268538177,-3.0232139678559906
4,0.31000000000000005,0.21000000000000002,0.37090612659230826,-3.05172589077279
4,0.31000000000000005,0.31000000000000005,0.3647518999874592,-3.0421676276488583
4,0.31000000000000005,0.41000000000000003,0.3669785263482481,-3.024223337145585
4,0.31000000000000005,0.51,0.3707818173803389,-3.0220719579878303
4,0.31000000000000005,0.6100000000000001,0.5839618294616229,-4.297163573509493
4,0.31000000000000005,0.7100000000000001,0.7465293403714895,-5.035478211758754
4,0.31000000000000005,0.81,0.35088099576823883,-3.065444178002654
4,0.31000000000000005,0.91,0.7433453276753426,-4.842844567559995
4,0.41000000000000003,0.01,0.35589662760903595,-3.085765560486651
4,0.41000000000000003,0.11,0.36350803868845105,-3.0866333516989926
4,0.41000000000000003,0.21000000000000002,0.35133203771838456,-3.095755103057403
4,0.41000000000000003,0.31000000000000005,0.3717253399081528,-3.052278578815233
4,0.41000000000000003,0.41000000000000003,0.3800731019116938,-3.198615204901713
4,0.41000000000000003,0.51,0.3606874491553754,-3.0322624134187546
4,0.41000000000000003,0.6100000000000001,0.7569462291896343,-4.840551885711552
4,0.41000000000000003,0.7100000000000001,0.37372891437262296,-3.11654805923924
4,0.41000000000000003,0.81,0.7601969543844461,-4.839222486153242
4,0.41000000000000003,0.91,0.6348490518750622,-4.337248215431814
4,0.51,0.01,0.37274918163893744,-3.031054756288077
4,0.51,0.11,0.36782799065113064,-3.070371224990753
4,0.51,0.21000000000000002,0.3827255445066839,-3.1481854687957926
4,0.51,0.31000000000000005,0.3668530223891139,-3.0695874227438473
4,0.51,0.41000000000000003,0.7536227827426046,-4.7828825801597965
4,0.51,0.51,0.3709061219356954,-3.0446858556877325
4,0.51,0.6100000000000001,0.7317423041909933,-5.256711000075883
4,0.51,0.7100000000000001,0.6121995106339455,-5.622498461217688
4,0.51,0.81,0.7775493059307337,-5.162100413158119
4,0.51,0.91,0.7543313466012478,-6.953236112487224
4,0.6100000000000001,0.01,0.3698434227146208,-3.004386296999132
4,0.6100000000000001,0.11,0.40871031244751066,-3.1392826562133913
4,0.6100000000000001,0.21000000000000002,0.3658592224121094,-3.0326690463047963
4,0.6100000000000001,0.31000000000000005,0.7285027652978897,-4.2353376223235095
4,0.6100000000000001,0.41000000000000003,0.3672786118928343,-3.0354583197749165
4,0.6100000000000001,0.51,0.40593581092543896,-4.278070844339387
4,0.6100000000000001,0.6100000000000001,0.37624671510420743,-3.0901115007418296
4,0.6100000000000001,0.7100000000000001,0.7294227981939911,-6.221282249226489
4,0.6100000000000001,0.81,0.7583066441118718,-5.082051302402784
4,0.6100000000000001,0.91,0.7501293228939176,-5.17291508624813
4,0.7100000000000001,0.01,0.3764833153225481,-3.0819518185207393
4,0.7100000000000001,0.11,0.36855790945701306,-3.0808948620034613
4,0.7100000000000001,0.21000000000000002,0.36769726788625123,-3.035279479819243
4,0.7100000000000001,0.31000000000000005,0.35183959619607774,-3.0521622207949672
4,0.7100000000000001,0.41000000000000003,0.36821174454235006,-3.078769843971412
4,0.7100000000000001,0.51,0.3717253333888948,-3.0487728844903077
4,0.7100000000000001,0.6100000000000001,0.4234104101546109,-3.7279985926946884
4,0.7100000000000001,0.7100000000000001,0.35620052604936064,-2.9881864829396765
4,0.7100000000000001,0.81,0.5008145233616232,-5.56210410152575
4,0.7100000000000001,0.91,0.7551754632033407,-4.333999972899743
4,0.81,0.01,0.39475631397217514,-3.0419731036609217
4,0.81,0.11,0.37175030549988153,-3.036500817724465
4,0.81,0.21000000000000002,0.3593564821407199,-3.1746057154863285
4,0.81,0.31000000000000005,0.4127953724004328,-3.1686490351456467
4,0.81,0.41000000000000003,0.36629213197156785,-3.055758297011264
4,0.81,0.51,0.7304801873862744,-4.307498440409619
4,0.81,0.6100000000000001,0.3678058727411554,-3.0937484795798778
4,0.81,0.7100000000000001,0.36168534152675424,-3.0174162857113926
4,0.81,0.81,0.7390968486201018,-6.673293137956392
4,0.81,0.91,0.7347189552616328,-4.687720360797609
4,0.91,0.01,0.35646591666154565,-3.0558518515094297
4,0.91,0.11,0.3706204975489527,-3.056721612149429
4,0.91,0.21000000000000002,0.3605850996216759,-3.1125762010670566
4,0.91,0.31000000000000005,0.36472217398695644,-3.0624579176389144
4,0.91,0.41000000000000003,0.35910781861748553,-3.041540539328154
4,0.91,0.51,0.36185791466850786,-3.0341374117232123
4,0.91,0.6100000000000001,0.731009330227971,-4.5901422586401175
4,0.91,0.7100000000000001,0.4228204156737774,-3.63434915630854
4,0.91,0.81,0.35343277151696384,-2.975191562403129
4,0.91,0.91,0.7335821135900915,-4.7637796151435445
5,0.01,0.01,0.4182623274438083,-3.2284842866681225
5,0.01,0.11,0.3858556016813964,-3.1297882152636496
5,0.01,0.21000000000000002,0.7387239587306975,-4.053408693024752
5,0.01,0.31000000000000005,0.3898184272088111,-2.955403416479631
5,0.01,0.41000000000000003,0.708984369635582,-4.066159217607966
5,0.01,0.51,0.4080531760759186,-3.166445428957563
5,0.01,0.6100000000000001,0.7353389915823936,-5.238935781133752
5,0.01,0.7100000000000001,0.6111413463205098,-5.449718805950427
5,0.01,0.81,0.7967680519819259,-7.867012443713298
5,0.01,0.91,0.7566546666622161,-9.311314997201297
5,0.11,0.01,0.3694421958737075,-3.1121140536042624
5,0.11,0.11,0.3836589969322085,-3.1325006208026895
5,0.11,0.21000000000000002,0.3985404283925891,-3.156645890918013
5,0.11,0.31000000000000005,0.73645770072937,-3.9876564512381494
5,0.11,0.41000000000000003,0.7392997333407403,-4.106086498962597
5,0.11,0.51,0.72192416600883,-4.977791910629826
5,0.11,0.6100000000000001,0.7592382937669754,-4.755497546063344
5,0.11,0.7100000000000001,0.7655848611891269,-6.488187531634097
5,0.11,0.81,0.5878153283894062,-7.541135905606266
5,0.11,0.91,0.700069178044796,-9.413802547964556
5,0.21000000000000002,0.01,0.4179573587002232,-3.2554731532696133
5,0.21000000000000002,0.11,0.38879786677658557,-3.24449860429853
5,0.21000000000000002,0.21000000000000002,0.7437361222505569,-4.127312780395914
5,0.21000000000000002,0.31000000000000005,0.3964288957044483,-3.059585483359098
5,0.21000000000000002,0.41000000000000003,0.7620622926950456,-3.886497183083909
5,0.21000000000000002,0.51,0.7770665732026101,-4.528814925125501
5,0.21000000000000002,0.6100000000000001,0.45677784401923416,-4.3747355163658455
5,0.21000000000000002,0.7100000000000001,0.7943429380655289,-7.424060803002758
5,0.21000000000000002,0.81,0.7561209207773208,-8.226630834939701
5,0.21000000000000002,0.91,0.6485915986262263,-7.696977923082994
5,0.31000000000000005,0.01,0.39104835636913776,-3.184374579868122
5,0.31000000000000005,0.11,0.4025828160997481,-3.1928364527738764
5,0.31000000000000005,0.21000000000000002,0.7163853457570075,-4.253495187676174
5,0.31000000000000005,0.31000000000000005,0.7482981088757515,-4.031584432499956
5,0.31000000000000005,0.41000000000000003,0.7456490977108479,-4.821878957556121
5,0.31000000000000005,0.51,0.7369665002822876,-4.1839162353116555
5,0.31000000000000005,0.6100000000000001,0.7441627239063383,-4.648448315904382
5,0.31000000000000005,0.7100000000000001,0.7175707934051753,-7.824373874021262
5,0.31000000000000005,0.81,0.7813195815123619,-6.096868015646223
5,0.31000000000000005,0.91,0.7018510451167821,-5.758970880686103
5,0.41000000000000003,0.01,0.405135921370238,-3.2779411512211434
5,0.41000000000000003,0.11,0.3764271742478013,-3.207565622495367
5,0.41000000000000003,0.21000000000000002,0.3720235702767968,-3.170139814525371
5,0.41000000000000003,0.31000000000000005,0.3788476877287031,-3.2149174144567296
5,0.41000000000000003,0.41000000000000003,0.40021780453622335,-3.7459866060784863
5,0.41000000000000003,0.51,0.5083474193047732,-5.197199784971604
5,0.41000000000000003,0.6100000000000001,0.6944041645526886,-3.521956162616326
5,0.41000000000000003,0.7100000000000001,0.5212245275080203,-4.54458352362795
5,0.41000000000000003,0.81,0.6243585826456546,-4.320088053686038
5,0.41000000000000003,0.91,0.7754502016305924,-4.766581725114328
5,0.51,0.01,0.4019507091818378,-3.208580573921055
5,0.51,0.11,0.5817392962053418,-3.865689214546672
5,0.51,0.21000000000000002,0.36943489351309833,-3.1172498727683093
5,0.51,0.31000000000000005,0.39607820748817174,-3.2185725312461693
5,0.51,0.41000000000000003,0.7522790828533471,-4.475361401502148
5,0.51,0.51,0.7577087214589119,-4.791560149280201
5,0.51,0.6100000000000001,0.6759248386323452,-7.099835221994073
5,0.51,0.7100000000000001,0.5101126909255982,-4.990609892729964
5,0.51,0.81,0.7636891728639602,-4.622592169795695
5,0.51,0.91,0.7454438970983028,-5.382014867192608
5,0.6100000000000001,0.01,0.5950392349995673,-3.903681109333669
5,0.6100000000000001,0.11,0.397465153913945,-3.210700935382069
5,0.6100000000000001,0.21000000000000002,0.7398034620285034,-4.1481752854087635
5,0.6100000000000001,0.31000000000000005,0.38897112116217614,-3.167547064683357
5,0.6100000000000001,0.41000000000000003,0.43780042592436075,-4.086045359940663
5,0.6100000000000001,0.51,0.7736922892928123,-5.174034990076576
5,0.6100000000000001,0.6100000000000001,0.7646528822183608,-4.626681093949342
5,0.6100000000000001,0.7100000000000001,0.7502539464831351,-4.572959545506566
5,0.6100000000000001,0.81,0.7655045866966248,-6.964706763453551
5,0.6100000000000001,0.91,0.7809908613562584,-4.800720878387481
5,0.7100000000000001,0.01,0.3861461053416133,-3.0545316822124984
5,0.7100000000000001,0.11,0.7417472547292709,-3.7480747689207035
5,0.7100000000000001,0.21000000000000002,0.39722291328944265,-3.136467444826897
5,0.7100000000000001,0.31000000000000005,0.382462508212775,-3.1999213421396107
5,0.7100000000000001,0.41000000000000003,0.3853694532811641,-3.0814165017186266
5,0.7100000000000001,0.51,0.4182346617430449,-4.258000443035183
5,0.7100000000000001,0.6100000000000001,0.7493346810340881,-6.459645149337743
5,0.7100000000000001,0.7100000000000001,0.7612208560109138,-4.602153826259885
5,0.7100000000000001,0.81,0.6120372604532167,-3.3422792033668722
5,0.7100000000000001,0.91,0.7634964394569398,-7.280826387100549
5,0.81,0.01,0.38626815033145256,-3.164709197264088
5,0.81,0.11,0.4133721916377544,-3.4574643707642077
5,0.81,0.21000000000000002,0.3752963943779468,-3.145561168540449
5,0.81,0.31000000000000005,0.7391758555173874,-4.0121644213006515
5,0.81,0.41000000000000003,0.3924964499287308,-3.2296730622816567
5,0.81,0.51,0.40204436280531813,-3.2008949767782098
5,0.81,0.6100000000000001,0.7552122402936219,-6.629195736313569
5,0.81,0.7100000000000001,0.725616280734539,-6.260218358354836
5,0.81,0.81,0.5807165224850178,-6.859025168739608
5,0.81,0.91,0.630443239659071,-4.271335568538275
5,0.91,0.01,0.3765630547329783,-3.0965714123029806
5,0.91,0.11,0.39123210594058033,-3.258238642859168
5,0.91,0.21000000000000002,0.3811957751773297,-3.166930442745774
5,0.91,0.31000000000000005,0.3950602141628042,-3.1576996029688233
5,0.91,0.41000000000000003,0.7394227063655853,-3.74619151600112
5,0.91,0.51,0.3774443162232637,-3.054014641664374
5,0.91,0.6100000000000001,0.5965006615407764,-4.939029294129495
5,0.91,0.7100000000000001,0.5519481962919236,-5.269324290682665
5,0.91,0.81,0.7749852529168129,-6.090802629511077
5,0.91,0.91,0.6022683101519942,-4.672158499209823
6,0.01,0.01,0.37428337934737405,-3.145561524513911
6,0.01,0.11,0.4086624769183496,-3.2163334107135246
6,0.01,0.21000000000000002,0.7465810649096966,-4.0118362173967475
6,0.01,0.31000000000000005,0.7416240838666757,-3.9044799749117747
6,0.01,0.41000000000000003,0.7686148839692275,-4.137537332314751
6,0.01,0.51,0.7149200171232223,-7.342098826418944
6,0.01,0.6100000000000001,0.7606053600708643,-5.96042318467568
6,0.01,0.7100000000000001,0.7663079063097635,-6.5666669140976
6,0.01,0.81,0.7812140479683877,-8.42873697681475
6,0.01,0.91,0.8099952012300492,-6.8782691105076275
6,0.11,0.01,0.4179172212568422,-3.195109570596023
6,0.11,0.11,0.4218464113151034,-3.2109891773925905
6,0.11,0.21000000000000002,0.7436752960085867,-4.050929853960089
6,0.11,0.31000000000000005,0.4431670539246018,-3.5321160622664753
6,0.11,0.41000000000000003,0.423937120110107,-3.5197934353979043
6,0.11,0.51,0.5652457875510056,-4.72346827008464
6,0.11,0.6100000000000001,0.6927013538137543,-5.128695776496143
6,0.11,0.7100000000000001,0.7313219914833705,-8.265269662572383
6,0.11,0.81,0.7905557396511238,-5.806934567660007
